Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
6895451596,"Mar 28, 2022, 9:48:41 AM",Afternoon Run,Run,,2275,5.26,,,FALSE,,Adidas AlphaBOUNCE,activities/7336710997.fit.gz,,,2275,2266,5264.509766,5.242885113,2.323261261,15,22,-21.20000076,-2.799999952,5.277046204,-0.159559011,,,88,74.93247223,,,,,290,,,,,,,,,,,,,,,,0,,1,5282.700195,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.314070225,0,,,,,,,,,,,,
6905940741,"Mar 30, 2022, 10:19:48 AM",Afternoon Run,Run,,2717,5.28,,,FALSE,,Adidas AlphaBOUNCE,activities/7348069615.fit.gz,,,2717,2463,5287.720215,5.260009766,2.146861553,65,77,-62.40000153,-33.40000153,49.4962883,-0.336629003,,,88,72.15260315,,,,,240,,,,,,,,,,,,,,,,0,,1,5588.5,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.946161151,0,,,,,,,,,,,,
6924567886,"Apr 3, 2022, 10:09:41 AM",Afternoon Run,Run,,2616,5.38,,,FALSE,,Adidas AlphaBOUNCE,activities/7368299114.fit.gz,,,2616,2595,5384.620117,5.904004097,2.07499814,13,43,-88.40000153,-54.20000076,23.33844566,-0.54971385,,,94,71.2285614,,,,,241,,,,,,,,,,,,,,,,0,,1,5374.399902,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.058341026,0,,,,,,,,,,,,
6962118801,"Apr 10, 2022, 9:58:28 AM",Afternoon Run,Run,,3948,6.53,,,FALSE,,Adidas AlphaBOUNCE,activities/7408893511.fit.gz,,,3948,3512,6532.169922,4.295689106,1.859957218,148,201,-153.1999969,52.20000076,49.18093491,2.152424097,,,97,68.5792923,,,,,329,,,,,,,,,,,,,,,,0,,1,7340.799805,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.654551625,0,,,,,,,,,,,,
6969032438,"Apr 12, 2022, 9:46:51 AM",Afternoon Run,Run,,3485,6.59,,,FALSE,,Adidas AlphaBOUNCE,activities/7416401583.fit.gz,,,3485,3389,6594.700195,5.840006351,1.945913315,36,68,-53.40000153,-7.199999809,9.881785393,-0.579253018,,,118,66.07857513,,,,,300,,,,,,,,,,,,,,,,0,,1,6616.799805,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.892309904,0,,,,,,,,,,,,
6974463861,"Apr 13, 2022, 10:06:32 AM",Afternoon Run,Run,,2525,5.34,,,FALSE,,Adidas AlphaBOUNCE,activities/7422263255.fit.gz,,,2525,2493,5340.060059,5.855062008,2.142021656,20,68,-53.40000153,-2.799999952,32.14907074,-0.917592704,,,122,71.63316345,,,,,228,,,,,,,,,,,,,,,,0,,1,5324.399902,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.114875317,0,,,,,,,,,,,,
7068896982,"Apr 19, 2022, 9:58:25 AM",Afternoon Run,Run,,2929,5.15,,,FALSE,,Adidas AlphaBOUNCE,activities/7524732492.fit.gz,,,2929,2592,5155.419922,5.022070408,1.988973737,107,120,-110.8000031,12.39999962,49.43603134,1.819444418,,,118,68.03122711,,,,,269,,,,,,,,,,,,,,,,0,,1,5726.700195,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.76012969,0,,,,,,,,,,,,
7068902757,"Apr 20, 2022, 9:59:38 AM",Afternoon Run,Run,,4261,5.84,,,FALSE,,Adidas AlphaBOUNCE,activities/7524738643.fit.gz,,,4261,3508,5847,4,1.666761637,34,53,-46.20000076,-7.400000095,48.48483276,-0.218915701,,,110,65.41576385,,,,,305,,,,,,,,,,,,,,,,0,,1,5952.899902,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.372213125,0,,,,,,,,,,,,
7068904787,"Apr 23, 2022, 10:11:51 AM",Afternoon Run,Run,,2825,5.24,,,FALSE,,Adidas AlphaBOUNCE,activities/7524740890.fit.gz,,,2825,2733,5244.540039,6.395996094,1.918968201,21,49,-60.59999847,-19.79999924,42.89129639,0.053388879,,,90,69.27352905,,,,,248,,,,,,,,,,,,,,,,0,,1,5241.299805,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.85647428,0,,,,,,,,,,,,
7068906827,"Apr 29, 2022, 10:08:31 AM",Afternoon Run,Run,,2661,5.15,,,FALSE,,Adidas AlphaBOUNCE,activities/7524742990.fit.gz,,,2661,2654,5151.200195,5.841992378,1.940919399,24,45,-78.40000153,-28.60000038,28.10809135,0.260133505,,,119,66.54908752,,,,,269,,,,,,,,,,,,,,,,0,,1,5318.700195,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.935813665,0,,,,,,,,,,,,
7069193984,"May 1, 2022, 9:36:18 AM",Afternoon Run,Run,,2347,3.83,,,FALSE,,Adidas AlphaBOUNCE,activities/7525050954.fit.gz,,,2347,1650,3837.530029,5.916015625,2.325775862,15,37,-85.40000153,-52.59999847,44.44513702,-0.724424362,,,119,72.7050705,,,,,172,,,,,,,,,,,,,,,,0,,1,3833.699951,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.635078788,0,,,,,,,,,,,,
7080188265,"May 3, 2022, 9:53:36 AM",Afternoon Swim,Swim,,1917,"1,025",,,FALSE,,,activities/7537064629.fit.gz,,,1917,1640,1025,1.666666627,0.625,0,,,,0,0,,,29,17.55994225,,,,,179,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.534689605,0,,,,,,,,,,,,
7091287214,"May 5, 2022, 9:49:23 AM",Afternoon Run,Run,,3350,5.69,,,FALSE,,Adidas AlphaBOUNCE,activities/7549048785.fit.gz,,,3350,2854,5697.530273,5.64005518,1.996331453,18,49,-170.8000031,-133.8000031,38.90814209,-0.621321738,,,93,66.75017548,,,,,258,,,,,,,,,,,,,,,,0,,1,5699.200195,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.700755239,0,,,,,,,,,,,,
7101603331,"May 7, 2022, 10:14:48 AM",Afternoon Run,Run,,2696,5.37,,,FALSE,,Adidas AlphaBOUNCE,activities/7560280147.fit.gz,,,2696,2696,5369.639648,5.685007572,1.991706133,18,49,-22.20000076,10.60000038,9.518378258,-0.57731992,,,123,69.73461914,,,,,218,,,,,,,,,,,,,,,,0,,1,5360.399902,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.991706133,0,,,,,,,,,,,,
7112553390,"May 9, 2022, 10:05:56 AM",Afternoon Run,Run,,2699,5.36,,,FALSE,,Adidas AlphaBOUNCE,activities/7572282332.fit.gz,,,2699,2421,5363.140137,6.146921158,2.215258121,21,40,-61,-31.79999924,23.28154945,-0.3617284,,,89,74.21986389,,,,,285,,,,,,,,,,,,,,,,0,,1,5393.600098,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.98708415,0,,,,,,,,,,,,
7118114817,"May 10, 2022, 10:17:38 AM",Afternoon Run,Run,,2565,5.1,,,FALSE,,Adidas AlphaBOUNCE,activities/7578303665.fit.gz,,,2565,2431,5101.910156,5.877990723,2.098687887,110,146,-56.59999847,3.799999952,47.80131531,-0.329288423,,,122,68.63648224,,,,,223,,,,,,,,,,,,,,,,0,,1,5500.100098,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.989048839,0,,,,,,,,,,,,
7129562712,"May 12, 2022, 10:12:36 AM",Afternoon Run,Run,,3244,5.21,,,FALSE,,Adidas AlphaBOUNCE,activities/7590667642.fit.gz,,,3244,3187,5212.970215,6.19498682,1.635698199,19,45,-18,11.39999962,12.63417625,-0.483409643,,,119,61.8713913,,,,,226,,,,,,,,,,,,,,,,0,,1,5214.600098,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.606957555,0,,,,,,,,,,,,
7139884209,"May 14, 2022, 10:02:07 AM",Afternoon Run,Run,,2756,5.67,,,FALSE,,Adidas AlphaBOUNCE,activities/7601901106.fit.gz,,,2756,2526,5675.02002,5.781933784,2.246642828,41,68,-69.59999847,-26.60000038,45.88447952,-0.489866108,,,122,73.28936768,,,,,239,,,,,,,,,,,,,,,,0,,1,5827.799805,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.059150934,0,,,,,,,,,,,,
7156630648,"May 17, 2022, 9:53:20 AM",Afternoon Run,Run,,4273,6.56,,,FALSE,,Adidas AlphaBOUNCE,activities/7620217481.fit.gz,,,4273,3631,6567.819824,5.06601572,1.80881846,36,64,-111.8000031,-67.59999847,45.56306076,-0.481133878,,,116,65.23638916,,,,,283,,,,,,,,,,,,,,,,0,,1,6672.299805,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.537051201,0,,,,,,,,,,,,
7167638800,"May 18, 2022, 10:14:43 AM",Afternoon Swim,Swim,,1539,725,,,FALSE,,,activities/7632131153.fit.gz,,,1539,1090,725,1.315789461,0.665137589,0,,,,0,0,,,26,19.42529488,,,,,130,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.471085131,0,,,,,,,,,,,,
7167935245,"May 19, 2022, 9:50:41 AM",Afternoon Run,Run,,4531,5.77,,,FALSE,,Adidas AlphaBOUNCE,activities/7632453031.fit.gz,,,4531,3511,5770.819824,5.447998047,1.643639922,8,42,-38.59999847,-2.799999952,5.782734394,-0.606499612,,,88,61.76356888,,,,,280,,,,,,,,,,,,,,,,0,,1,5724.700195,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.2736305,0,,,,,,,,,,,,
7177969966,"May 21, 2022, 10:08:45 AM",Afternoon Run,Run,,2465,4.85,,,FALSE,,Adidas AlphaBOUNCE,activities/7643352967.fit.gz,,,2465,2359,4857.649902,6.31601572,2.059198856,36,64,-88.19999695,-48.20000076,38.6400528,-0.518769383,,,88,67.73478699,,,,,220,,,,,,,,,,,,,,,,0,,1,5010.799805,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.970649123,0,,,,,,,,,,,,
7189136966,"May 23, 2022, 10:05:33 AM",Afternoon Run,Run,,2639,5.36,,,FALSE,,Adidas AlphaBOUNCE,activities/7655604991.fit.gz,,,2639,2611,5365.129883,6.466674805,2.054817915,17,38,-110.1999969,-85.19999695,10.11819935,-0.383960992,,,120,67.71947479,,,,,253,,,,,,,,,,,,,,,,0,,1,5376.200195,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.033016205,0,,,,,,,,,,,,
7199689020,"May 25, 2022, 10:28:21 AM",Afternoon Run,Run,,2588,5.01,,,FALSE,,Adidas AlphaBOUNCE,activities/7667025824.fit.gz,,,2588,2579,5015.299805,5.729990482,1.944668412,42,67,-4.599999905,37.59999847,37.28609467,-0.494486898,,,121,65.45477295,,,,,233,,,,,,,,,,,,,,,,0,,1,5147.200195,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.937905669,0,,,,,,,,,,,,
7204914738,"May 26, 2022, 10:02:03 AM",Afternoon Run,Run,,3014,5.3,,,FALSE,,Adidas AlphaBOUNCE,activities/7672700105.fit.gz,,,3014,2711,5306.649902,5.346666813,1.957451105,6,26,14.39999962,39.59999847,9.929698944,-0.418343067,,,116,65.49575806,,,,,212,,,,,,,,,,,,,,,,0,,1,5285.899902,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.760666847,0,,,,,,,,,,,,
7225820880,"May 30, 2022, 9:53:08 AM",Afternoon Run,Run,,3191,6.5,,,FALSE,,Adidas AlphaBOUNCE,activities/7695620440.fit.gz,,,3191,2855,6499.100098,5.912011623,2.276392221,27,56,-29.60000038,7.599999905,27.28051376,-0.483143806,,,115,70.73290253,,,,,302,,,,,,,,,,,,,,,,0,,1,6505.399902,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.036696911,0,,,,,,,,,,,,
7241988310,"Jun 2, 2022, 9:56:59 AM",Afternoon Run,Run,,1906,5.13,,,FALSE,,Adidas AlphaBOUNCE,activities/7713221448.fit.gz,,,1906,1795,5131.330078,5.966015816,2.858679533,18,33,-16.79999924,14.19999981,41.27519226,-0.331298143,,,115,79.3588028,,,,,236,,,,,,,,,,,,,,,,0,,1,5168.700195,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.692198277,0,,,,,,,,,,,,
7258198088,"Jun 5, 2022, 9:53:25 AM",Afternoon Run,Run,,2847,6.46,,,FALSE,,Adidas AlphaBOUNCE,activities/7730877328.fit.gz,,,2847,2706,6465.879883,5.529994488,2.389460325,13,38,3,37.40000153,9.032258987,-0.395924479,,,120,72.73418427,,,,,286,,,,,,,,,,,,,,,,0,,1,6453.700195,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.27112031,0,,,,,,,,,,,,
7274444076,"Jun 8, 2022, 10:15:07 AM",Afternoon Run,Run,,2678,5.14,,,FALSE,,Adidas AlphaBOUNCE,activities/7748597892.fit.gz,,,2678,2656,5141.160156,5.043334961,1.935677648,14,38,-5.599999905,27.20000076,31.80192947,-0.45126003,,,92,66.68257904,,,,,219,,,,,,,,,,,,,,,,0,,1,5161.399902,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.919775963,0,,,,,,,,,,,,
7301233814,"Jun 13, 2022, 10:18:40 AM",Afternoon Run,Run,,3408,5.51,,,FALSE,,Adidas AlphaBOUNCE,activities/7777864105.fit.gz,,,3408,3061,5511.109863,6.236669064,1.800427914,8,32,-16.20000076,9.199999809,19.28786469,-0.370161384,,,118,63.68175507,,,,,235,,,,,,,,,,,,,,,,0,,1,5514.899902,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.617109656,0,,,,,,,,,,,,
7312091819,"Jun 15, 2022, 9:52:40 AM",Afternoon Run,Run,,3394,6.57,,,FALSE,,Adidas AlphaBOUNCE,activities/7789651127.fit.gz,,,3394,3141,6578.72998,5.145717144,2.094470024,21,49,-28.60000038,37.59999847,9.12046051,0.604979992,,,88,67.41146851,,,,,269,,,,,,,,,,,,,,,,0,,1,6587.100098,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.938341141,0,,,,,,,,,,,,
7370224739,"Jun 23, 2022, 10:03:42 AM",Afternoon Run,Run,,4740,5,,,FALSE,,Adidas AlphaBOUNCE,activities/7853341374.fit.gz,,,4740,2968,5002.77002,5.162011623,1.685569406,64,104,6.400000095,37.59999847,49.99864197,-0.619656742,,,121,63.53636551,,,,,227,,,,,,,,,,,,,,,,0,,1,5383.700195,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.05543673,0,,,,,,,,,,,,
7370669868,"Jun 26, 2022, 9:54:06 AM",Afternoon Run,Run,,2790,5.16,,,FALSE,,Adidas AlphaBOUNCE,activities/7853824427.fit.gz,,,2790,2073,5165.040039,6.873291016,2.491577387,51,65,-22.39999962,11,46.88404083,-0.437557101,,,120,74.63139343,,,,,244,,,,,,,,,,,,,,,,0,,1,5440.399902,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.851268888,0,,,,,,,,,,,,
7375961576,"Jun 27, 2022, 9:52:10 AM",Afternoon Run,Run,,4844,7.4,,,FALSE,,Adidas AlphaBOUNCE,activities/7859675888.fit.gz,,,4844,3871,7402.939941,6.358607769,1.912410259,94,117,-32.79999924,9.600000381,46.02138901,-0.353913426,,,120,67.41588593,,,,,364,,,,,,,,,,,,,,,,0,,1,7787.399902,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.528270006,0,,,,,,,,,,,,
7423556194,"Jul 1, 2022, 10:00:25 AM",Afternoon Run,Run,,2753,5.27,,,FALSE,,Adidas AlphaBOUNCE,activities/7911785809.fit.gz,,,2753,2491,5278.149902,4.771687984,2.118887901,21,44,-68.19999695,-40.59999847,25.25642967,-0.43575868,,,89,68.86780548,,,,,231,,,,,,,,,,,,,,,,0,,1,5282.399902,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.917235732,0,,,,,,,,,,,,
7423807176,"Jul 6, 2022, 10:13:24 AM",Afternoon Run,Run,,2796,5.34,,,FALSE,,Adidas AlphaBOUNCE,activities/7912062084.fit.gz,,,2796,2679,5343.419922,6.745995998,1.994557738,30,48,38.59999847,68.80000305,12.53353596,-0.340605855,,,93,65.32685852,,,,,207,,,,,,,,,,,,,,,,0,,1,5380.700195,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.911094427,0,,,,,,,,,,,,
7429337225,"Jul 7, 2022, 10:05:28 AM",Afternoon Run,Run,,4169,5.5,,,FALSE,,Adidas AlphaBOUNCE,activities/7918102809.fit.gz,,,4169,3133,5506.780273,6.045996189,1.757670045,53,79,-34.79999924,-2.799999952,39.69815445,-0.562942386,,,86,63.32715988,,,,,265,,,,,,,,,,,,,,,,0,,1,5698.399902,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.320887566,0,,,,,,,,,,,,
7450407179,"Jul 11, 2022, 9:53:56 AM",Afternoon Run,Run,,3762,6.75,,,FALSE,,Adidas AlphaBOUNCE,activities/7941286122.fit.gz,,,3762,3678,6754.929688,5.854282856,1.836576939,25,61,-71.19999695,48.20000076,43.69966888,1.320517063,,,124,63.64093781,,,,,291,,,,,,,,,,,,,,,,0,,1,6806,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.795568824,0,,,,,,,,,,,,
7472255484,"Jul 12, 2022, 10:32:44 AM",Afternoon Swim,Swim,,1137,500,,,FALSE,,,activities/7965207455.fit.gz,,,1137,1068,500,1.5625,0.468164802,0,,,,0,0,,,25,18.12216568,,,,,88,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.439753741,0,,,,,,,,,,,,
7472258070,"Jul 15, 2022, 9:54:28 AM",Afternoon Run,Run,,4530,6.79,,,FALSE,,Adidas AlphaBOUNCE,activities/7965210234.fit.gz,,,4530,4189,6790.330078,9.143351555,1.620990753,6,46,-7.800000191,41,32.25806427,0.344607711,,,120,60.27702713,,,,,310,,,,,,,,,,,,,,,,0,,1,6814.399902,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.498969078,0,,,,,,,,,,,,
7493278681,"Jul 19, 2022, 9:57:28 AM",Afternoon Run,Run,,3354,6.39,,,FALSE,,Adidas AlphaBOUNCE,activities/7988496907.fit.gz,,,3354,2942,6394.720215,6.050000191,2.173596144,49,72,-23.79999924,22.79999924,45.97726059,0.240823686,,,92,68.81020355,,,,,282,,,,,,,,,,,,,,,,0,,1,6598.899902,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.906595111,0,,,,,,,,,,,,
7498601454,"Jul 20, 2022, 10:01:14 AM",Afternoon Run,Run,,2338,5.22,,,FALSE,,Adidas AlphaBOUNCE,activities/7994323597.fit.gz,,,2338,2326,5222.259766,5.835001469,2.245167494,25,45,-19.60000038,9.800000191,6.819733143,-0.448081881,,,123,71.35832977,,,,,245,,,,,,,,,,,,,,,,0,,1,5226.700195,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.233644009,0,,,,,,,,,,,,
7525227328,"Jul 25, 2022, 10:06:32 AM",Afternoon Run,Run,,2272,5.5,,,FALSE,,Adidas AlphaBOUNCE,activities/8023891861.fit.gz,,,2272,2211,5505.470215,5.28000021,2.490036249,6,32,-4.800000191,25.60000038,9.08170414,-0.46862483,,,125,73.32738495,,,,,222,,,,,,,,,,,,,,,,0,,1,5475.200195,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.423182249,0,,,,,,,,,,,,
7536193539,"Jul 27, 2022, 9:51:13 AM",Afternoon Run,Run,,1990,5.2,,,FALSE,,Adidas AlphaBOUNCE,activities/8036037809.fit.gz,,,1990,1969,5202.090332,5.826660156,2.641996145,9,26,-17.39999962,10.39999962,5.07246685,-0.380616218,,,116,76.50986481,,,,,231,,,,,,,,,,,,,,,,0,,1,5178.799805,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.614115715,0,,,,,,,,,,,,
7547398400,"Jul 29, 2022, 9:59:21 AM",Afternoon Run,Run,,2909,5.29,,,FALSE,,Adidas AlphaBOUNCE,activities/8048422249.fit.gz,,,2909,2860,5295.199707,6.256005764,1.851468444,13,45,-72.80000305,-27.20000076,41.28416824,-0.608097911,,,121,65.75065613,,,,,221,,,,,,,,,,,,,,,,0,,1,5302.600098,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.820281863,0,,,,,,,,,,,,
7563338077,"Aug 1, 2022, 9:54:43 AM",Afternoon Run,Run,,2421,6.67,,,FALSE,,Adidas AlphaBOUNCE,activities/8066232624.fit.gz,,,2421,2421,6675.930176,5.245995998,2.75750947,8,34,5.599999905,37.40000153,20.71504974,-0.398446381,,,89,83.01821136,,,,,317,,,,,,,,,,,,,,,,0,,1,6663.5,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.75750947,0,,,,,,,,,,,,
7591330448,"Aug 6, 2022, 10:02:56 AM",Afternoon Run,Run,,3798,6.45,,,FALSE,,Adidas AlphaBOUNCE,activities/8097234302.fit.gz,,,3798,3370,6451.469727,4.538330078,1.914382696,94,121,-29.20000076,9.399999619,49.0561409,-0.523911595,,,94,68.66575623,,,,,309,,,,,,,,,,,,,,,,0,,1,6892.299805,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.698649287,0,,,,,,,,,,,,
7617567443,"Aug 10, 2022, 10:52:38 PM",Morning Run,Run,,2501,5.24,,,FALSE,,Adidas AlphaBOUNCE,activities/8126507662.fit.gz,,,2501,2490,5244.02002,4.286035061,2.106032133,30,33,-85.40000153,-18.79999924,39.65081787,-0.774215221,,,123,75.14508057,,,,,252,,,,,,,,,,,,,,,,0,,1,5408.200195,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.096769333,0,,,,,,,,,,,,
7623242158,"Aug 11, 2022, 11:22:38 PM",Morning Run,Run,,4117,10.43,,,FALSE,,Adidas AlphaBOUNCE,activities/8132799236.fit.gz,,,4117,3938,10433.90039,5.464062691,2.649543047,117,181,-160.6000061,-95.40000153,47.54584503,-0.596133709,,,123,82.57084656,,,,,515,,,,,,,,,,,,,,,,0,,1,11106.5,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.534345388,0,,,,,,,,,,,,
7629953614,"Aug 13, 2022, 9:41:58 AM",Afternoon Run,Run,,1131,2.5,,,FALSE,,Adidas AlphaBOUNCE,activities/8140270800.fit.gz,,,1131,1112,2505.439941,4.68599844,2.253093481,0,27,-165.3999939,-137.1999969,4.784694195,-1.10160315,,,88,75.11959839,,,,,126,,,,,,,,,,,,,,,,0,,1,2456.800049,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.215243101,0,,,,,,,,,,,,
7633894439,"Aug 13, 2022, 10:15:26 PM",Morning Run,Run,,8842,21.32,,,FALSE,,Adidas AlphaBOUNCE,activities/8144701141.fit.gz,,,8842,8800,21320.44922,4.82773447,2.422778368,40,47,-179.1999969,-156.6000061,14.24497414,-0.025327768,,,120,81.83612823,,,,,1154,,,,,,,,,,,,,,,,0,,1,21374.59961,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.411269903,0,,,,,,,,,,,,
7663470777,"Aug 19, 2022, 9:52:06 AM",Afternoon Run,Run,,2189,5,,,FALSE,,Adidas AlphaBOUNCE,activities/8177696766.fit.gz,,,2189,2177,5001.660156,4.346598148,2.297501087,8,28,-248.3999939,-219.8000031,25.74981689,-0.395868629,,,97,83.65997314,,,,,264,,,,,,,,,,,,,,,,0,,1,4971,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.284906387,0,,,,,,,,,,,,
7672520103,"Aug 20, 2022, 11:41:58 PM",Morning Run,Run,,5417,10.03,,,FALSE,,Adidas AlphaBOUNCE,activities/8187917270.fit.gz,,,5417,4767,10030.36035,3.822509766,2.104124308,16,23,-302,-262.7999878,5.020634174,-0.277158409,,,111,74.68812561,,,,,487,,,,,,,,,,,,,,,,0,,1,10026.5,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.851644874,0,,,,,,,,,,,,
7678497724,"Aug 22, 2022, 12:28:27 AM",Morning Run,Run,,1679,4.04,,,FALSE,,Adidas AlphaBOUNCE,activities/8194741065.fit.gz,,,1679,1649,4039.050049,3.63999629,2.449393511,25,48,-337.3999939,-305.2000122,15.80536938,-0.633811772,,,89,83.2844162,,,,,215,,,,,,,,,,,,,,,,0,,1,4058.399902,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.405628443,0,,,,,,,,,,,,
7685278454,"Aug 23, 2022, 9:51:26 AM",Afternoon Run,Run,,2452,6,,,FALSE,,Adidas AlphaBOUNCE,activities/8202353589.fit.gz,,,2452,2452,6008.410156,3.840000153,2.450412035,6,27,-392.6000061,-366.2000122,3.144672155,-0.369481802,,,90,83.80383301,,,,,305,,,,,,,,,,,,,,,,0,,1,5973,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.450412035,0,,,,,,,,,,,,
7697143536,"Aug 25, 2022, 10:05:12 AM",Afternoon Run,Run,,3372,8.14,,,FALSE,,Adidas AlphaBOUNCE,activities/8215610161.fit.gz,,,3372,3372,8140.5,4.921999931,2.414145947,17,37,-457.7999878,-425.3999939,6.702413559,-0.22603026,,,92,83.84564972,,,,,400,,,,,,,,,,,,,,,,0,,1,8123.899902,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.414145947,0,,,,,,,,,,,,
7711549966,"Aug 27, 2022, 11:31:21 PM",Morning Run,Run,,2947,5,,,FALSE,,Adidas AlphaBOUNCE,activities/8232056238.fit.gz,,,2947,1573,5008.209961,5.96800518,3.183858871,93,56,-500,-500,0,0,,,115,87.90718842,,,,,187,,,,,,,,,,,,,,,,0,,1,5008.200195,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.699426532,0,,,,,,,,,,,,
7739659637,"Sep 2, 2022, 12:01:34 AM",Morning Run,Run,,1997,5.02,,,FALSE,,Adidas AlphaBOUNCE,activities/8263627428.fit.gz,,,1997,1993,5021.149902,3.978585482,2.519392729,10,34,-500,-500,0,0,,,100,83.71025085,,,,,262,,,,,,,,,,,,,,,,0,,1,5021.100098,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,2.514346361,0,,,,,,,,,,,,
7750172859,"Sep 3, 2022, 11:23:05 PM",Morning Run,Run,,5660,10.04,,,FALSE,,Adidas AlphaBOUNCE,activities/8275636484.fit.gz,,,5660,4177,10042.2002,3.723307371,2.404165745,110,89,-500,-500,0,0,,,104,81.07344055,,,,,507,,,,,,,,,,,,,,,,0,,1,10042.2002,,,,,,,,,,,,,,,,8977342,,,,,,,,,,0,1.774240375,0,,,,,,,,,,,,
